Date Recorded,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Longitude,Latitude,Max_Temperature_C,Precipitation_mm
2019-04-22,2018,Meriden,412 ATRIUM,24570.0,52000.0,0.4725,Condo,Condo,-73.2149265,41.2186141,16.6,14.6
2019-04-08,2018,Salem,420 HARTFORD RD,194500.0,253000.0,0.7687,Single Family,Single Family,-72.2842732,41.5011216,15.2,9.4
2019-04-29,2018,Plymouth,129 S EAGLE ST,80760.0,45000.0,1.794666667,Single Family,Single Family,-73.0145805,41.6693815,14.0,0.0
2019-04-08,2018,Sprague,124 HANOVER-VERSAILLES RD,148910.0,250000.0,0.5956,Single Family,Single Family,-72.0626508,41.631624,13.9,11.1
2019-04-29,2018,Stamford,57 CYPRESS DRIVE,432710.0,737500.0,0.5867,Single Family,Single Family,-73.5333481,41.1368269,14.2,0.0
2019-04-08,2018,Greenwich,101 LEWIS ST B,650160.0,1200000.0,0.5418,Condo,Condo,-73.6225202,41.029582,22.8,10.3
2019-04-29,2018,West Haven,90 STEVENS AVE,134680.0,260000.0,0.518,Single Family,Single Family,-72.96016,41.27771,12.8,0.0
2019-04-29,2018,Sterling,847 STERLING RD,121280.0,200000.0,0.6064,Single Family,Single Family,-71.7989482,41.6998915,14.5,0.0
2019-04-15,2018,Plymouth,21 S EAGLE ST,103410.0,146000.0,0.7082,Single Family,Single Family,-73.0132239,41.676246,16.5,24.5
2019-04-08,2018,Stafford,13 BRADWAY POND RD,42560.0,32000.0,1.33,,,-72.3489606,41.9513382,11.7,11.9
2019-04-15,2018,New Haven,30 ALDEN AV,293790.0,440000.0,0.6677,Single Family,Single Family,-72.9669378,41.3172261,17.5,23.9
2019-04-08,2018,Ledyard,3 CORNELL CT,234780.0,80000.0,2.9347,Single Family,Single Family,-72.0530938,41.4635163,14.5,8.9
2019-04-29,2018,Stamford,24 BENSTONE STREET,310170.0,200000.0,1.55085,Single Family,Single Family,-73.545672,41.0780403,13.9,0.0
2019-04-15,2018,Prospect,22 REK LN,55170.0,27500.0,2.006181818,,,-73.0056141,41.5053915,17.4,21.1
2019-04-15,2018,Danbury,204 DOGWOOD LANE,15500.0,38000.0,0.407894737,Single Family,Single Family,-73.5653308,41.112528,16.7,18.4
2019-04-29,2018,Southington,220-2E WEST MAIN ST,119710.0,100000.0,1.1971,Condo,Condo,-72.896,41.58809,15.4,0.0
2019-04-01,2018,New Haven,41 POPE ST,120610.0,202000.0,0.597,Single Family,Single Family,-72.8993625,41.2703395,8.2,0.0
2019-04-29,2018,Wolcott,16 WOODCREST  AVE,130820.0,175000.0,0.7475,Single Family,Single Family,-73.1518739,41.2475391,12.2,0.0
2019-04-01,2018,New Britain,300 BURRITT ST,108010.0,105000.0,1.0286,Two Family,Two Family,-72.7965295,41.6733771,6.7,0.0
2019-04-15,2018,Milford,31 HEMLOCK DR,163720.0,201201.0,0.8137,Single Family,Single Family,-73.0956679,41.2165835,17.1,21.5
2019-04-01,2018,Milford,36 KENDALL GREEN DR,132930.0,210000.0,0.633,Condo,Condo,-73.0920686,41.2137293,7.5,0.0
2019-04-22,2018,Meriden,90 PIEDMONT ST,100450.0,145000.0,0.692758621,Single Family,Single Family,-72.8207097,41.5257578,16.6,14.9
2019-04-08,2018,Hartford,280 LYME ST,38745.0,70000.0,0.5535,Single Family,Single Family,-72.7039223,41.79996,11.7,10.0
2019-04-22,2018,Middletown,MILLBROOK RD,10680.0,31000.0,0.3445,,,-72.9013976,41.3773276,16.4,17.0
2019-04-01,2018,Burlington,56 WILDCAT RD,249900.0,336500.0,0.7426,Single Family,Single Family,-72.9293551,41.7390076,5.7,0.0
2019-04-08,2018,Waterbury,150 BIRCH ST,65280.0,99000.0,0.6593,Single Family,Single Family,-73.02125,41.55829,14.0,13.0
2019-04-01,2018,East Haven,60 CHARTER OAK AVE,94490.0,87000.0,1.086,Single Family,Single Family,-72.8860771,41.2794016,7.8,0.0
2019-04-29,2018,Killingworth,52 BLUEBERRY HILL RESERVE,285650.0,400000.0,0.7141,Single Family,Single Family,-72.5411426,41.3772801,13.1,0.0
2019-04-15,2018,Salem,52 SHINGLE MILL RD,232400.0,185250.0,1.2545,Single Family,Single Family,-72.2663454,41.4711045,19.4,28.4
2019-04-15,2018,Fairfield,350 CANTERBURY ROAD,322420.0,395000.0,0.8162,Single Family,Single Family,-71.956389,41.765338,19.5,32.5
2019-04-15,2018,West Hartford,44 HILLDALE ROAD,166460.0,250000.0,0.6658,Single Family,Single Family,-72.7390756,41.8003125,18.4,19.1
2019-04-29,2018,Portland,3 HOLSTEIN LANE,158270.0,227000.0,0.6972,Condo,Condo,-72.6248567,41.5737169,15.1,0.0
2019-04-22,2018,Farmington,6 WILDCAT DR,134760.0,193000.0,0.6982,Condo,Condo,-72.8900695,41.7231097,16.7,18.1
2019-04-29,2018,Plainfield,187 COLONIAL RD,80340.0,162500.0,0.4944,Single Family,Single Family,-71.9027794,41.6717186,14.9,0.0
2019-04-08,2018,Milford,25 KENDALL GREEN DR,132930.0,140000.0,0.9495,Condo,Condo,-73.0919111,41.2138927,16.6,7.9
2019-04-08,2018,New Haven,104 WESTERLEIGH RD,86450.0,83200.0,1.039,Single Family,Single Family,-72.9772574,41.3321977,16.8,11.5
2019-04-01,2018,Stafford,8 SOUTH RD,1795500.0,5000.0,359.1,,,-72.187246,41.3384485,7.4,0.0
2019-04-08,2018,East Lyme,16 LAKEVIEW CIRCLE,107800.0,134550.0,0.8011,,,-72.1960875,41.3292871,13.5,9.2
2019-04-15,2018,Guilford,182 BLUFF VIEW DR,407370.0,540000.0,0.7543,Single Family,Single Family,-72.6972575,41.4221906,17.6,34.3
2019-04-08,2018,East Haven,64 NICOLE CT,182140.0,310000.0,0.5875,Single Family,Single Family,-72.8663121,41.2979172,15.8,8.9
2019-04-01,2018,Milford,4 KNOLL AVE,175200.0,290000.0,0.6041,Two Family,Two Family,-73.0846703,41.1970244,7.6,0.0
2019-04-29,2018,Durham,20 BARBARA LANE,23730.0,17500.0,1.356,,,-73.149563,41.220172,12.5,0.0
2019-04-29,2018,Middletown,41 SUNNYSLOPE DR,120170.0,225000.0,0.534,Single Family,Single Family,-72.6375242,41.528279,14.7,0.0
2019-04-22,2018,Farmington,22 YORKSHIRE COURT,61850.0,553863.0,0.111670214,Condo,Condo,-72.7845886,41.7275988,16.4,14.2
2019-04-01,2018,Ledyard,558 PUMPKIN HILL RD,147630.0,227000.0,0.6503,Single Family,Single Family,-71.9820812,41.4292709,6.6,0.0
2019-04-01,2018,Hartford,101 OAK ST,135520.0,175000.0,0.7744,,,-72.7750993,41.6770579,6.9,0.0
2019-04-01,2018,Groton,193 INDIGO ST,103250.0,98000.0,1.0535,Single Family,Single Family,-71.9844136,41.3772871,6.8,0.0
2019-04-29,2018,Torrington,2767 TORRINGFORD W ST,126990.0,184900.0,0.6868,Single Family,Single Family,-73.0816067,41.8621631,13.6,0.0
2019-04-01,2018,Wolcott,4 LIBERTY LN,192890.0,280000.0,0.6888,Condo,Condo,-72.516778,41.2797127,7.7,0.0
2019-04-22,2018,East Haven,140 THOMPSON ST #23H,71400.0,102000.0,0.7,Condo,Condo,-72.8551633,41.3261207,15.9,17.6
2019-04-01,2018,Brookfield,4 IRONWORKS HILL RD,196170.0,264000.0,0.743,Single Family,Single Family,-73.4057893,41.4825275,6.9,0.0
2019-04-15,2018,Stratford,56 RAYMOND ST,136430.0,152100.0,0.896975674,Single Family,Single Family,-72.1130738,41.3643885,16.9,20.3
2019-04-08,2018,Westbrook,44 BROADWAY N,41450.0,77000.0,0.5383,Single Family,Single Family,-72.4859989,41.2754378,14.2,7.8
2019-04-08,2018,Waterbury,22 MARITA DR,99760.0,185000.0,0.5392,Single Family,Single Family,-72.9929077,41.5618361,13.9,13.0
2019-04-15,2018,Southington,517 MAIN ST,44900.0,50000.0,0.898,,,-72.7198001,41.6038182,18.8,22.0
2019-04-29,2018,Columbia,124 ROUTE 66 NORTH,142200.0,226400.0,0.628,Single Family,Single Family,-72.29341,41.70599,14.6,0.0
2019-04-29,2018,East Haven,97 MORGAN AVE,265120.0,378000.0,0.7013,Two Family,Two Family,-72.8922472,41.2440732,10.5,0.5
2019-04-29,2018,Shelton,79 SUNNYSIDE DR,149030.0,240000.0,0.6209,Single Family,Single Family,-73.0705145,41.2920791,13.5,0.0
2019-04-01,2018,Simsbury,22 MALLARD CIRCLE,98000.0,147000.0,0.666666667,Condo,Condo,-72.2107394,41.3721816,7.3,0.0
2019-04-08,2018,New Haven,675 TOWNSEND AV #167,108850.0,200000.0,0.5442,Condo,Condo,-72.8961929,41.2749039,16.8,11.5
2019-04-08,2018,Middletown,84 EASTBURY HILL DR,235120.0,390000.0,0.6028,Single Family,Single Family,-72.6989667,41.5803879,14.6,9.6
2019-04-01,2018,Westport,8 LINDA LANE,964300.0,1575000.0,0.6122,Single Family,Single Family,-73.3231241,41.1471569,7.1,0.0
2019-04-29,2018,Waterbury,20 SHAGBARK RD,143500.0,123751.0,1.1595,Four Family,Four Family,-73.0364721,41.6007688,14.2,0.0
2019-04-15,2018,Killingworth,35 BUELL HILL ROAD,412950.0,470000.0,0.8786,Single Family,Single Family,-72.5802273,41.3492233,18.2,29.4
2019-04-08,2018,Wallingford,66 COOPER AVE,143700.0,215000.0,0.6683,Single Family,Single Family,-72.7940855,41.4526338,16.3,10.7
2019-04-01,2018,Milford,26 KENMORE LN,211020.0,213000.0,0.9907,Single Family,Single Family,-73.0411275,41.212534,7.6,0.0
2019-04-01,2018,West Hartford,79 RIDGEWOOD ROAD,257810.0,275000.0,0.937490909,Single Family,Single Family,-72.7616443,41.7504737,6.5,0.0
2019-04-01,2018,Deep River,32 COLONIAL DR,194320.0,330000.0,0.5888,Single Family,Single Family,-72.6965561,41.6964347,6.6,0.0
2019-04-15,2018,Plainfield,430 SQUAW ROCK RD,166580.0,270000.0,0.6169,Single Family,Single Family,-71.871363,41.7411384,19.1,37.1
2019-04-08,2018,New Britain,73 STANWOOD DR,98140.0,149000.0,0.6586,Single Family,Single Family,-72.8152145,41.6698136,13.5,10.9
2019-04-15,2018,Glastonbury,12 PARK PL,165600.0,290500.0,0.57,Single Family,Single Family,-72.8118171,41.2821937,17.0,24.3
2019-04-01,2018,West Hartford,86 ABBOTSFORD AVENUE,104790.0,130000.0,0.806,Single Family,Single Family,-72.7156088,41.728122,6.9,0.0
2019-04-29,2018,Farmington,13 FLORENCE WAY,226920.0,330000.0,0.6876,Single Family,Single Family,-72.88678,41.70117,14.9,0.0
2019-04-15,2018,Westport,25 EDGEMARTH HILL ROAD,1855300.0,2500000.0,0.7421,Single Family,Single Family,-73.342014,41.1285668,17.4,16.8
2019-04-22,2018,Prospect,101 CHERRY CIR,252390.0,330000.0,0.7648,Condo,Condo,-72.0576422,41.3828737,16.3,12.6
2019-04-08,2018,Danbury,15 MOUNTAINVILLE RD,174500.0,290000.0,0.6017,Single Family,Single Family,-73.43784,41.37184,21.3,9.0
2019-04-29,2018,Milford,420 MILFORD POINT RD,159290.0,241000.0,0.6609,Single Family,Single Family,-73.095193,41.1888278,13.0,0.0
2019-04-29,2018,West Haven,729 SECOND AVE,118160.0,188000.0,0.628510638,Single Family,Single Family,-72.94598,41.28023,12.9,0.0
2019-04-01,2018,Danbury,1006 BRIAR WOODS LA,154100.0,280000.0,0.5503,Condo,Condo,-73.512417,41.3832528,6.0,0.0
2019-04-01,2018,Tolland,103 VIRGINIA LANE,128900.0,188888.0,0.6824,Single Family,Single Family,-72.3287103,41.8536439,4.5,0.0
2019-04-29,2018,Newtown,17 KELLY COURT,321350.0,519900.0,0.618,Single Family,Single Family,-73.2382551,41.376268,14.2,0.0
2019-04-01,2018,Stafford,20 SARTORI RD,92610.0,22500.0,4.116,Single Family,Single Family,-72.24582,41.99506,3.9,0.0
2019-04-01,2018,Marlborough,15 JONES HOLLOW RD,226730.0,280000.0,0.8097,Single Family,Single Family,-72.461616,41.6330813,5.8,0.0
2019-04-01,2018,Stamford,301 QUARRY ROAD,488870.0,755000.0,0.6475,Single Family,Single Family,-73.5281521,41.13107,6.8,0.0
2019-04-01,2018,Ridgefield,103 OLCOTT WAY,89810.0,161000.0,0.5578,Condo,Condo,-73.4980255,41.2878006,6.0,0.0
2019-04-01,2018,New Milford,15 FORDYCE COURT RD #10,77070.0,125000.0,0.6165,Condo,Condo,-73.3996682,41.5638653,6.2,0.0
2019-04-01,2018,Newington,63 BAYBERRY RD,140410.0,227000.0,0.6185,Single Family,Single Family,-72.7318749,41.6801952,7.0,0.0
2019-04-08,2018,East Haddam,60 ACKLEY CEMETERY RD,216890.0,602500.0,0.359983402,Single Family,Single Family,-72.3452801,41.5128523,16.0,8.9
2019-04-01,2018,West Hartford,1 SAMPSON STREET,102970.0,165000.0,0.624,Single Family,Single Family,-72.7361814,41.7226811,6.9,0.0
2019-04-01,2018,Monroe,217D WINDGATE CIR,125900.0,190000.0,0.6626,Condo,Condo,-73.2692717,41.3361845,6.2,0.0
2019-04-01,2018,Waterford,127 CLARK LANE,122310.0,175500.0,0.6969,Single Family,Single Family,-72.12853,41.35559,7.2,0.0
2019-04-15,2018,East Hampton,109 HOG HILL RD,215860.0,310000.0,0.6963,Single Family,Single Family,-72.5368113,41.5508397,16.9,27.5
2019-04-01,2018,Brookfield,118 HEATHERWOOD DR,130590.0,180000.0,0.7255,Condo,Condo,-73.3911951,41.429573,6.7,0.0
2019-04-01,2018,Greenwich,25 PARK AVE,842100.0,1075000.0,0.783348837,Single Family,Single Family,-72.9109473,41.3590537,7.8,0.0
2019-04-29,2018,New Milford,43 BRIDGEWATER RD,157780.0,240000.0,0.6574,Single Family,Single Family,-73.3901146,41.560301,14.0,0.0
2019-04-08,2018,Tolland,56 OLD FARM ROAD,124800.0,200000.0,0.624,Single Family,Single Family,-72.33093,41.84277,12.0,9.5
2019-04-22,2018,West Hartford,19 SUNSET TERRACE,410340.0,660000.0,0.6217,Single Family,Single Family,-72.7558323,41.7563479,16.7,14.2
2019-04-15,2018,Waterbury,35 LEAVENWORTH ST,236440.0,180000.0,1.3135,,,-73.04253,41.55524,17.9,20.7
2019-04-29,2018,Newington,40 EAST ROBBINS AVE,110450.0,119900.0,0.9211,Single Family,Single Family,-72.7199541,41.6875251,15.8,0.0
2019-04-22,2018,Thompson,241 STAWICKI RD,107600.0,48000.0,2.2416,Single Family,Single Family,-71.870296,42.0079133,15.3,19.3
2019-04-22,2018,Manchester,65 MONTCLAIR DRIVE,166800.0,275000.0,0.6065,Single Family,Single Family,-72.6071143,41.7295341,17.7,23.7
2019-04-01,2018,Greenwich,16 PALMER ST,494970.0,770000.0,0.642818182,Two Family,Two Family,-73.5943132,41.0451822,7.0,0.0
2019-04-22,2018,New Britain,50 CURTIN ST,39900.0,65000.0,0.6138,,,-72.784502,41.6794481,16.6,14.3
2019-04-08,2018,Torrington,106 LAWRENCE LN,86490.0,117000.0,0.7392,Single Family,Single Family,-73.1448048,41.7978705,13.3,7.5
2019-04-15,2018,Mansfield,1233 STAFFORD RD,106300.0,139900.0,0.7598,Single Family,Single Family,-72.3017578,41.8021293,18.6,24.4
2019-04-15,2018,Mansfield,201D BAXTER RD,72700.0,130000.0,0.5592,Condo,Condo,-72.2906509,41.825684,18.4,24.4
2019-04-01,2018,West Hartford,52 NORTH QUAKER LANE,207480.0,340000.0,0.6102,Single Family,Single Family,-72.7288695,41.7665675,6.4,0.0
2019-04-08,2018,Hartford,150 CHESHIRE ST,39375.0,199500.0,0.197368421,Single Family,Single Family,-72.69427,41.73567,12.6,8.7
2019-04-15,2018,East Hampton,75 NPORTH MAIN ST  NORTH MAIN,382240.0,250000.0,1.5289,Single Family,Single Family,-72.50947,41.59237,16.9,32.2
2019-04-22,2018,East Granby,108 KIMBERLY ROAD,183300.0,272000.0,0.6738,,,-72.7568688,41.9523449,17.5,16.1
2019-04-22,2018,East Haven,111 CREST AVE,95700.0,102375.0,0.934798535,Single Family,Single Family,-72.8589996,41.3254867,15.9,17.6
2019-04-29,2018,Greenwich,1465 EAST PUTNAM AVE 427,214970.0,375000.0,0.5732,Condo,Condo,-73.5692199,41.0470404,14.0,0.0
2019-04-15,2018,Stafford,8 PINEWOOD RD,257530.0,399900.0,0.6439,Single Family,Single Family,-72.29596,41.99041,18.3,23.8
2019-04-01,2018,Oxford,35 PEACH FARM RD,226400.0,325000.0,0.6966,Single Family,Single Family,-73.1165065,41.3945149,6.2,0.0
2019-04-15,2018,Newington,16 COMMONWEALTH AVE,10080.0,65000.0,0.155,,,-72.71725,41.7103,18.7,18.8
2019-04-01,2018,New Britain,242-B MAIN ST,88340.0,129900.0,0.68,,,-72.78246,41.66732,7.0,0.0
2019-04-08,2018,Monroe,250 SHELTON RD,192900.0,335000.0,0.5758,Single Family,Single Family,-73.1870753,41.3338254,20.2,9.2
2019-04-22,2018,Hartford,160 EUCLID ST WEST,43470.0,157500.0,0.276,Single Family,Single Family,-72.7029336,41.8059913,17.4,20.6
2019-04-22,2018,Glastonbury,19 NEWBERRY LN,139800.0,205000.0,0.6819,Condo,Condo,-72.6102284,41.7160534,,
2019-04-29,2018,Clinton,58 IRONWORKS RD,172800.0,299500.0,0.5769,Single Family,Single Family,-72.5236434,41.3196807,12.1,0.0
2019-04-29,2018,Wallingford,1042 NORTH FARMS RD,265500.0,385000.0,0.6896,Single Family,Single Family,-72.7815732,41.4928561,14.5,0.0
2019-04-01,2018,Seymour,231 WESTWOOD DR UNIT 49S,227780.0,328500.0,0.6933,Condo,Condo,-73.09953,41.39791,6.5,0.0
2019-04-01,2018,Sterling,900 GIBSON HILL RD,21880.0,32000.0,0.6837,,,-71.8139302,41.7568127,5.0,0.0
2019-04-15,2018,New Fairfield,1 BIGGS AVE,170200.0,325000.0,0.5236,Single Family,Single Family,-73.526067,41.4586304,16.9,21.8
2019-04-22,2018,North Haven,142 MAPLE AVE,145320.0,230000.0,0.6318,Single Family,Single Family,-72.8566688,41.3774201,16.3,18.8
2019-04-22,2018,Hartford,1959 BROAD ST,54110.0,170000.0,0.3182,Two Family,Two Family,-72.68722,41.73881,17.4,20.4
2019-04-22,2018,Newtown,57 SUGAR LANE,211150.0,375000.0,0.563,Single Family,Single Family,-73.3265149,41.3960665,16.7,11.8
2019-04-15,2018,Marlborough,51 CHENEY RD,350700.0,227500.0,1.5415,Single Family,Single Family,-72.4643162,41.6369327,18.6,29.8
2019-04-08,2018,Stratford,1005 PROSPECT DR,630000.0,787600.0,0.7998,Single Family,Single Family,-73.1077753,41.1529634,17.7,9.8
2019-04-01,2018,Stamford,59 COURTLAND AVE UNIT C1,136260.0,253000.0,0.5385,Condo,Condo,-73.51414,41.06063,7.0,0.0
2019-04-01,2018,East Haven,140 THOMPSON ST #1D,71400.0,124900.0,0.5716,Condo,Condo,-72.85054,41.32664,7.7,0.0
2019-04-29,2018,East Haddam,36 WOODMONT CIRCLE,207030.0,273000.0,0.7583,Single Family,Single Family,-72.3735021,41.4555704,14.0,0.0
2019-04-01,2018,Newtown,46 BOTSFORD HILL ROAD,134050.0,140000.0,0.9575,Single Family,Single Family,-73.2589054,41.3718613,6.3,0.0
2019-04-22,2018,Stamford,21 BROWNLEY DRIVE,368840.0,620000.0,0.5949,Single Family,Single Family,-73.5501563,41.0830091,17.7,12.0
2019-04-15,2018,Ridgefield,106 OLCOTT WAY,89810.0,153000.0,0.586993464,Condo,Condo,-73.49808,41.28747,16.9,17.2
2019-04-01,2018,Greenwich,55 PEMBERWICK RD,481040.0,925000.0,0.52,Two Family,Two Family,-73.6543769,41.0177755,7.0,0.0
2019-04-15,2018,South Windsor,10 VISTA VIEW DR,148000.0,238800.0,0.6197,Single Family,Single Family,-72.5579,41.84024,18.7,18.9
2019-04-01,2018,Durham,457 MAIN ST,116130.0,125000.0,0.929,Single Family,Single Family,-72.8777903,41.2828241,7.9,0.0
2019-04-01,2018,Putnam,113 FARROWS ST,91000.0,200000.0,0.455,Single Family,Single Family,-71.89876,41.91569,5.3,0.0
2019-04-01,2018,Southbury,77 BURR RD,207280.0,315000.0,0.658,Single Family,Single Family,-73.1878921,41.4360822,6.3,0.0
2019-04-22,2018,Westport,42 KINGS HIGHWAY SOUTH,496000.0,616875.0,0.804052685,Single Family,Single Family,-73.3772765,41.1287902,17.8,12.9
2019-04-01,2018,Manchester,26 ASHWORTH STREET,123200.0,252400.0,0.4881,Single Family,Single Family,-72.5070089,41.7713616,6.2,0.0
2019-04-01,2018,Lisbon,3 MCNEELY ROAD,56990.0,72000.0,0.791527778,Single Family,Single Family,-72.0432,41.60016,6.4,0.0
2019-04-29,2018,Granby,14 GRANBY FARMS RD,214270.0,365000.0,0.587,Single Family,Single Family,-72.8050449,41.9586852,15.2,0.0
2019-04-01,2018,New Britain,111 BEAVER ST,274540.0,405000.0,0.6778,,,-72.78357,41.67455,6.9,0.0
2019-04-01,2018,West Haven,91 BROWN  ST,92050.0,143500.0,0.6414,Single Family,Single Family,-72.9438153,41.2704313,8.2,0.0
2019-04-08,2018,Deep River,37 LAURELWOOD DR,161000.0,292000.0,0.5513,Single Family,Single Family,-72.7865467,41.466024,16.1,10.7
2019-04-22,2018,Shelton,5 DOME DR,182350.0,335000.0,0.5443,Single Family,Single Family,-73.1132585,41.2694594,16.4,16.9
2019-04-29,2018,South Windsor,185 FAIRVIEW DR,267400.0,421500.0,0.6344,Single Family,Single Family,-72.51846,41.84463,14.8,0.0
2019-04-29,2018,Vernon,1 REED ST,106350.0,94380.0,1.1268,Single Family,Single Family,-72.43992,41.8632,14.5,0.0
2019-04-29,2018,Marlborough,13 SHERWOOD DR,238490.0,203000.0,1.1748,Single Family,Single Family,-73.4184145,41.5663779,14.4,0.0
2019-04-15,2018,Plymouth,2 OAKDALE RD,135960.0,229900.0,0.5913,Single Family,Single Family,-72.8014392,41.2807761,16.9,24.3
2019-04-15,2018,Brooklyn,285 SOUTH ST,100400.0,205000.0,0.4897,Single Family,Single Family,-71.8932015,41.7889264,19.6,37.0
2019-04-15,2018,New Britain,39 HENRY ST,132930.0,210000.0,0.633,Three Family,Three Family,-72.8688405,41.2486759,12.7,15.5
2019-04-08,2018,Glastonbury,51 WESTVIEW LN,175200.0,261000.0,0.6712,Single Family,Single Family,-72.60659,41.68661,14.2,9.0
2019-04-08,2018,Killingworth,15 ROSEMARY LANE,237770.0,340000.0,0.6993,Single Family,Single Family,-72.107784,41.4083985,15.2,7.2
2019-04-29,2018,Brookfield,8 FERNBROOK DR,215850.0,439000.0,0.4916,Single Family,Single Family,-73.36788,41.46873,14.0,0.0
2019-04-01,2018,Westport,33 SHERWOOD DRIVE,2054000.0,2300000.0,0.893043478,Single Family,Single Family,-73.34717,41.11349,7.2,0.0
2019-04-15,2018,Stafford,80 EAST ST,110600.0,191500.0,0.577545692,Single Family,Single Family,-72.8315294,41.4516387,19.2,29.1
2019-04-01,2018,Torrington,309 PATTERSON ST,77230.0,60000.0,1.2871,Single Family,Single Family,-73.1122966,41.7999771,5.1,0.0
2019-04-08,2018,Guilford,31 OLD MILLER LN,323920.0,420000.0,0.771238095,Single Family,Single Family,-72.72373,41.35507,17.4,8.8
2019-04-01,2018,Portland,2 HALL HILL RD,175770.0,280000.0,0.6277,Single Family,Single Family,-72.484028,41.986232,5.7,0.0
2019-04-29,2018,Stafford,347 MONSON RD,128310.0,235000.0,0.546,Single Family,Single Family,-72.3173408,42.0208788,13.9,0.0
2019-04-15,2018,Trumbull,5 MACHALOWSKI RD,238000.0,380000.0,0.6263,Single Family,Single Family,-73.2128087,41.2288561,16.8,20.5
2019-04-29,2018,Oxford,220 MAPLE TREE HILL RD,171900.0,220000.0,0.7813,Single Family,Single Family,-73.1853184,41.4333486,14.4,0.0
2019-04-29,2018,East Hampton,10 HOLLY DR,134850.0,152500.0,0.8842,Single Family,Single Family,-72.4890032,41.5689597,14.3,0.0
2019-04-29,2018,New Fairfield,27 FOREST HILLS RD,162800.0,280000.0,0.5814,Single Family,Single Family,-72.9689956,41.3057497,12.7,0.0
2019-04-01,2018,New Britain,31 PAR DR,135030.0,219000.0,0.6165,Single Family,Single Family,-72.7703539,41.7012243,6.5,0.0
2019-04-15,2018,New Haven,25 ROCK CREEK RD,94150.0,67500.0,1.3948,Two Family,Two Family,-72.96735,41.33376,17.4,23.9
2019-04-22,2018,Simsbury,300 BUSHY HILL ROAD,230280.0,337000.0,0.6833,Single Family,Single Family,-72.841874,41.8424611,17.4,15.0
2019-04-01,2018,Stafford,7 CATHERINE DR,133630.0,229900.0,0.5812,Single Family,Single Family,-72.3707323,41.9428586,4.6,0.0
2019-04-22,2018,Middletown,85 CHESTNUT ST,119280.0,225000.0,0.5301,Single Family,Single Family,-72.63906,41.55311,17.1,21.7
2019-04-29,2018,Westport,9 MELON PATCH LANE,818200.0,1000000.0,0.8182,Single Family,Single Family,-73.3332764,41.1607453,13.8,0.0
2019-04-01,2018,East Granby,4 RANDALL AVENUE,153600.0,150000.0,1.024,Single Family,Single Family,-72.7576029,41.9521493,6.1,0.0
2019-04-01,2018,Durham,361 HIGGANUM RD,244650.0,320000.0,0.7645,Single Family,Single Family,-72.6549764,41.4672013,6.8,0.0
2019-04-01,2018,Cromwell,22 FAWN RUN,285810.0,76000.0,3.760657895,Single Family,Single Family,-72.6935183,41.6449105,6.9,0.0
2019-04-15,2018,Enfield,37 WHITWORTH ST,59930.0,122000.0,0.4912,Single Family,Single Family,-72.6017091,42.0026757,18.4,21.1
2019-04-08,2018,Westport,4 BERKELEY PLACE,870900.0,1600000.0,0.5443,Single Family,Single Family,-73.3444745,41.1760726,21.7,9.0
2019-04-01,2018,Haddam,1272 SAYBROOK RD,181000.0,260000.0,0.6961,Single Family,Single Family,-72.4845206,41.4682644,7.4,0.0
2019-04-08,2018,Vernon,704 DART HILL RD,129460.0,144000.0,0.899,Single Family,Single Family,-72.4918001,41.8500951,11.8,12.2
2019-04-01,2018,Glastonbury,96 SACHEM DR,324500.0,470000.0,0.6904,Single Family,Single Family,-72.7179937,41.5726779,6.9,0.0
2019-04-15,2018,Easton,60 MILE COMMON,542430.0,850000.0,0.6381,Single Family,Single Family,-73.31718,41.22317,17.9,22.2
2019-04-01,2018,Meriden,737 MAIN ST,103460.0,170000.0,0.6085,Single Family,Single Family,-72.9658898,41.2669212,8.1,0.0
2019-04-01,2018,East Hartford,268 HOLLISTER DR,107680.0,118650.0,0.9075,Single Family,Single Family,-72.6218769,41.7406762,6.9,0.0
2019-04-08,2018,New Haven,476 BLAKE ST,109550.0,292098.0,0.375,,,-72.9569482,41.3285617,16.9,11.5
2019-04-15,2018,Seymour,51 ELM ST,175210.0,248000.0,0.7064,Two Family,Two Family,-72.9224491,41.3076275,17.6,23.9
2019-04-29,2018,Griswold,2307 GLASGO ROAD,185500.0,225000.0,0.8244,Single Family,Single Family,-71.8829975,41.5275468,14.5,0.0
2019-04-01,2018,Plainville,77 TWINING ST,95620.0,142900.0,0.6691,Single Family,Single Family,-72.8704265,41.6541211,7.0,0.0
2019-04-01,2018,Ledyard,10 BUTTERCUP LN,193830.0,296900.0,0.652846076,Single Family,Single Family,-72.05788,41.46548,6.8,0.0
2019-04-22,2018,Wallingford,27 SYCAMORE WAY,187800.0,270000.0,0.6955,Condo,Condo,-72.8478189,41.4449508,16.6,16.5
2019-04-29,2018,Farmington,136 SONGBIRD LA,140290.0,200000.0,0.7014,Condo,Condo,-72.88641,41.69981,14.8,0.0
2019-04-08,2018,West Hartford,44 PHEASANT HILL DRIVE,367500.0,592500.0,0.6202,Single Family,Single Family,-72.7504031,41.7454366,12.3,8.7
2019-04-22,2018,East Haven,596 LAUREL ST,118620.0,212000.0,0.5595,Single Family,Single Family,-72.8679528,41.3027146,16.0,17.6
